AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|EVENT_TYPE|POPULATION|SITE|YEAR
<1|~|~|~|~|Incidence|3767637|Larynx|2000
1-4|0.8|1.1|0.9|137|Mortality|15322337|Leukemias|2000
10-14|0.7|1.0|0.8|173|Mortality|20637696|Leukemias|2000
15-19|1.0|1.4|1.2|242|Mortality|20294955|Leukemias|2000
5-9|0.6|0.8|0.7|142|Mortality|20463852|Leukemias|2000
<1|0.7|1.4|1.0|38|Mortality|3855956|Leukemias|2000
1-4|8.0|8.9|8.4|1263|Incidence|14974472|Leukemias|2000
10-14|2.3|2.7|2.5|502|Incidence|20164744|Leukemias|2000
15-19|2.5|3.0|2.8|548|Incidence|19799255|Leukemias|2000
5-9|3.5|4.0|3.8|752|Incidence|20008051|Leukemias|2000
<1|4.1|5.5|4.7|178|Incidence|3767637|Leukemias|2000
1-4|0.1|0.2|0.2|23|Mortality|15322337|Liver and Intrahepatic Bile Duct|2000
10-14|~|~|~|~|Mortality|20637696|Liver and Intrahepatic Bile Duct|2000
15-19|~|~|~|~|Mortality|20294955|Liver and Intrahepatic Bile Duct|2000
5-9|~|~|~|~|Mortality|20463852|Liver and Intrahepatic Bile Duct|2000
<1|~|~|~|~|Mortality|3855956|Liver and Intrahepatic Bile Duct|2000
1-4|0.4|0.6|0.5|69|Incidence|14974472|Liver and Intrahepatic Bile Duct|2000
10-14|0.1|0.2|0.1|22|Incidence|20164744|Liver and Intrahepatic Bile Duct|2000
15-19|0.1|0.1|0.1|17|Incidence|19799255|Liver and Intrahepatic Bile Duct|2000
5-9|~|~|~|~|Incidence|20008051|Liver and Intrahepatic Bile Duct|2000
<1|0.8|1.6|1.2|44|Incidence|3767637|Liver and Intrahepatic Bile Duct|2000
1-4|~|~|~|~|Mortality|15322337|Lung and Bronchus|2000
10-14|~|~|~|~|Mortality|20637696|Lung and Bronchus|2000
15-19|~|~|~|~|Mortality|20294955|Lung and Bronchus|2000
5-9|~|~|~|~|Mortality|20463852|Lung and Bronchus|2000
<1|~|~|~|~|Mortality|3855956|Lung and Bronchus|2000
1-4|~|~|~|~|Incidence|14974472|Lung and Bronchus|2000
10-14|~|~|~|~|Incidence|20164744|Lung and Bronchus|2000
15-19|0.1|0.2|0.1|28|Incidence|19799255|Lung and Bronchus|2000
5-9|~|~|~|~|Incidence|20008051|Lung and Bronchus|2000
<1|~|~|~|~|Incidence|3767637|Lung and Bronchus|2000
1-4|~|~|~|~|Mortality|7485852|Male and Female Breast|2000
10-14|~|~|~|~|Mortality|10063054|Male and Female Breast|2000
15-19|~|~|~|~|Mortality|9854932|Male and Female Breast|2000
5-9|~|~|~|~|Mortality|9984495|Male and Female Breast|2000
<1|~|~|~|~|Mortality|1881822|Male and Female Breast|2000
1-4|~|~|~|~|Incidence|7315589|Male and Female Breast|2000
10-14|~|~|~|~|Incidence|9832364|Male and Female Breast|2000
15-19|~|~|~|~|Incidence|9613113|Male and Female Breast|2000
5-9|~|~|~|~|Incidence|9761736|Male and Female Breast|2000
<1|~|~|~|~|Incidence|1838747|Male and Female Breast|2000
1-4|~|~|~|~|Incidence|7315589|Male and Female Breast, <i>in situ</i>|2000
10-14|~|~|~|~|Incidence|9832364|Male and Female Breast, <i>in situ</i>|2000
15-19|~|~|~|~|Incidence|9613113|Male and Female Breast, <i>in situ</i>|2000
5-9|~|~|~|~|Incidence|9761736|Male and Female Breast, <i>in situ</i>|2000
<1|~|~|~|~|Incidence|1838747|Male and Female Breast, <i>in situ</i>|2000
1-4|~|~|~|~|Mortality|15322337|Melanomas of the Skin|2000
10-14|~|~|~|~|Mortality|20637696|Melanomas of the Skin|2000
15-19|~|~|~|~|Mortality|20294955|Melanomas of the Skin|2000
5-9|~|~|~|~|Mortality|20463852|Melanomas of the Skin|2000
<1|~|~|~|~|Mortality|3855956|Melanomas of the Skin|2000
1-4|~|~|~|~|Incidence|14974472|Melanomas of the Skin|2000
10-14|0.3|0.4|0.3|67|Incidence|20164744|Melanomas of the Skin|2000
15-19|1.3|1.7|1.5|299|Incidence|19799255|Melanomas of the Skin|2000
5-9|0.1|0.1|0.1|18|Incidence|20008051|Melanomas of the Skin|2000
<1|~|~|~|~|Incidence|3767637|Melanomas of the Skin|2000
1-4|~|~|~|~|Mortality|15322337|Mesothelioma|2000
10-14|~|~|~|~|Mortality|20637696|Mesothelioma|2000
15-19|~|~|~|~|Mortality|20294955|Mesothelioma|2000
5-9|~|~|~|~|Mortality|20463852|Mesothelioma|2000
<1|~|~|~|~|Mortality|3855956|Mesothelioma|2000
1-4|~|~|~|~|Incidence|14974472|Mesothelioma|2000
10-14|~|~|~|~|Incidence|20164744|Mesothelioma|2000
15-19|~|~|~|~|Incidence|19799255|Mesothelioma|2000
5-9|~|~|~|~|Incidence|20008051|Mesothelioma|2000
<1|~|~|~|~|Incidence|3767637|Mesothelioma|2000
1-4|~|~|~|~|Mortality|15322337|Myeloma|2000
10-14|~|~|~|~|Mortality|20637696|Myeloma|2000
15-19|~|~|~|~|Mortality|20294955|Myeloma|2000
5-9|~|~|~|~|Mortality|20463852|Myeloma|2000
<1|~|~|~|~|Mortality|3855956|Myeloma|2000
1-4|~|~|~|~|Incidence|14974472|Myeloma|2000
10-14|~|~|~|~|Incidence|20164744|Myeloma|2000
15-19|~|~|~|~|Incidence|19799255|Myeloma|2000
5-9|~|~|~|~|Incidence|20008051|Myeloma|2000
<1|~|~|~|~|Incidence|3767637|Myeloma|2000
1-4|~|~|~|~|Mortality|15322337|Non-Hodgkin Lymphoma|2000
10-14|0.1|0.2|0.1|24|Mortality|20637696|Non-Hodgkin Lymphoma|2000
15-19|0.2|0.4|0.3|60|Mortality|20294955|Non-Hodgkin Lymphoma|2000
5-9|0.1|0.2|0.1|23|Mortality|20463852|Non-Hodgkin Lymphoma|2000
<1|~|~|~|~|Mortality|3855956|Non-Hodgkin Lymphoma|2000
1-4|0.5|0.8|0.6|93|Incidence|14974472|Non-Hodgkin Lymphoma|2000
10-14|1.0|1.3|1.2|233|Incidence|20164744|Non-Hodgkin Lymphoma|2000
15-19|1.6|1.9|1.7|345|Incidence|19799255|Non-Hodgkin Lymphoma|2000
5-9|1.0|1.3|1.1|220|Incidence|20008051|Non-Hodgkin Lymphoma|2000
<1|~|~|~|~|Incidence|3767637|Non-Hodgkin Lymphoma|2000
1-4|~|~|~|~|Mortality|15322337|Oral Cavity and Pharynx|2000
10-14|~|~|~|~|Mortality|20637696|Oral Cavity and Pharynx|2000
15-19|~|~|~|~|Mortality|20294955|Oral Cavity and Pharynx|2000
5-9|~|~|~|~|Mortality|20463852|Oral Cavity and Pharynx|2000
<1|~|~|~|~|Mortality|3855956|Oral Cavity and Pharynx|2000
1-4|~|~|~|~|Incidence|14974472|Oral Cavity and Pharynx|2000
10-14|0.2|0.3|0.2|48|Incidence|20164744|Oral Cavity and Pharynx|2000
15-19|0.3|0.5|0.4|81|Incidence|19799255|Oral Cavity and Pharynx|2000
5-9|0.1|0.1|0.1|19|Incidence|20008051|Oral Cavity and Pharynx|2000
<1|~|~|~|~|Incidence|3767637|Oral Cavity and Pharynx|2000
1-4|~|~|~|~|Mortality|7485852|Ovary|2000
10-14|~|~|~|~|Mortality|10063054|Ovary|2000
15-19|~|~|~|~|Mortality|9854932|Ovary|2000
5-9|~|~|~|~|Mortality|9984495|Ovary|2000
<1|~|~|~|~|Mortality|1881822|Ovary|2000
1-4|~|~|~|~|Incidence|7315589|Ovary|2000
10-14|0.6|0.9|0.7|70|Incidence|9832364|Ovary|2000
15-19|1.1|1.5|1.3|124|Incidence|9613113|Ovary|2000
5-9|0.1|0.3|0.2|22|Incidence|9761736|Ovary|2000
<1|~|~|~|~|Incidence|1838747|Ovary|2000
1-4|~|~|~|~|Mortality|15322337|Pancreas|2000
10-14|~|~|~|~|Mortality|20637696|Pancreas|2000
15-19|~|~|~|~|Mortality|20294955|Pancreas|2000
5-9|~|~|~|~|Mortality|20463852|Pancreas|2000
<1|~|~|~|~|Mortality|3855956|Pancreas|2000
1-4|~|~|~|~|Incidence|14974472|Pancreas|2000
10-14|~|~|~|~|Incidence|20164744|Pancreas|2000
15-19|~|~|~|~|Incidence|19799255|Pancreas|2000
5-9|~|~|~|~|Incidence|20008051|Pancreas|2000
<1|~|~|~|~|Incidence|3767637|Pancreas|2000
1-4|~|~|~|~|Mortality|7836485|Prostate|2000
10-14|~|~|~|~|Mortality|10574642|Prostate|2000
15-19|~|~|~|~|Mortality|10440023|Prostate|2000
5-9|~|~|~|~|Mortality|10479357|Prostate|2000
<1|~|~|~|~|Mortality|1974134|Prostate|2000
1-4|~|~|~|~|Incidence|7658883|Prostate|2000
10-14|~|~|~|~|Incidence|10332380|Prostate|2000
15-19|~|~|~|~|Incidence|10186142|Prostate|2000
5-9|~|~|~|~|Incidence|10246315|Prostate|2000
<1|~|~|~|~|Incidence|1928890|Prostate|2000
1-4|~|~|~|~|Mortality|15322337|Stomach|2000
10-14|~|~|~|~|Mortality|20637696|Stomach|2000
15-19|~|~|~|~|Mortality|20294955|Stomach|2000
5-9|~|~|~|~|Mortality|20463852|Stomach|2000
<1|~|~|~|~|Mortality|3855956|Stomach|2000
1-4|~|~|~|~|Incidence|14974472|Stomach|2000
10-14|~|~|~|~|Incidence|20164744|Stomach|2000
15-19|~|~|~|~|Incidence|19799255|Stomach|2000
5-9|~|~|~|~|Incidence|20008051|Stomach|2000
<1|~|~|~|~|Incidence|3767637|Stomach|2000
1-4|~|~|~|~|Mortality|7836485|Testis|2000
10-14|~|~|~|~|Mortality|10574642|Testis|2000
15-19|~|~|~|~|Mortality|10440023|Testis|2000
5-9|~|~|~|~|Mortality|10479357|Testis|2000
<1|~|~|~|~|Mortality|1974134|Testis|2000
1-4|0.1|0.4|0.2|19|Incidence|7658883|Testis|2000
10-14|0.1|0.3|0.2|20|Incidence|10332380|Testis|2000
15-19|3.2|3.9|3.5|357|Incidence|10186142|Testis|2000
5-9|~|~|~|~|Incidence|10246315|Testis|2000
<1|~|~|~|~|Incidence|1928890|Testis|2000
1-4|~|~|~|~|Mortality|15322337|Thyroid|2000
10-14|~|~|~|~|Mortality|20637696|Thyroid|2000
15-19|~|~|~|~|Mortality|20294955|Thyroid|2000
5-9|~|~|~|~|Mortality|20463852|Thyroid|2000
<1|~|~|~|~|Mortality|3855956|Thyroid|2000
1-4|~|~|~|~|Incidence|14974472|Thyroid|2000
10-14|0.4|0.6|0.5|93|Incidence|20164744|Thyroid|2000
15-19|1.5|1.9|1.7|333|Incidence|19799255|Thyroid|2000
5-9|0.1|0.1|0.1|19|Incidence|20008051|Thyroid|2000
<1|~|~|~|~|Incidence|3767637|Thyroid|2000
1-4|~|~|~|~|Mortality|15322337|Urinary Bladder|2000
10-14|~|~|~|~|Mortality|20637696|Urinary Bladder|2000
15-19|~|~|~|~|Mortality|20294955|Urinary Bladder|2000
5-9|~|~|~|~|Mortality|20463852|Urinary Bladder|2000
<1|~|~|~|~|Mortality|3855956|Urinary Bladder|2000
1-4|~|~|~|~|Incidence|14974472|Urinary Bladder|2000
10-14|~|~|~|~|Incidence|20164744|Urinary Bladder|2000
15-19|0.1|0.2|0.1|26|Incidence|19799255|Urinary Bladder|2000
5-9|~|~|~|~|Incidence|20008051|Urinary Bladder|2000
<1|~|~|~|~|Incidence|3767637|Urinary Bladder|2000
1-4|2.5|3.0|2.7|420|Mortality|15285559|All Cancer Sites Combined|2001
10-14|2.2|2.7|2.5|515|Mortality|20978678|All Cancer Sites Combined|2001
15-19|3.3|3.8|3.6|732|Mortality|20456284|All Cancer Sites Combined|2001
5-9|2.2|2.7|2.4|493|Mortality|20173362|All Cancer Sites Combined|2001
<1|1.3|2.1|1.6|66|Mortality|4012658|All Cancer Sites Combined|2001
1-4|21.0|22.5|21.7|3288|Incidence|15123657|All Cancer Sites Combined|2001
10-14|12.8|13.8|13.3|2755|Incidence|20758808|All Cancer Sites Combined|2001
15-19|20.6|21.9|21.3|4302|Incidence|20227701|All Cancer Sites Combined|2001
5-9|11.1|12.0|11.6|2307|Incidence|19962452|All Cancer Sites Combined|2001
<1|23.2|26.3|24.7|981|Incidence|3970113|All Cancer Sites Combined|2001
1-4|0.5|0.8|0.7|100|Mortality|15285559|Brain and Other Nervous System|2001
10-14|0.5|0.7|0.6|130|Mortality|20978678|Brain and Other Nervous System|2001
15-19|0.4|0.6|0.5|104|Mortality|20456284|Brain and Other Nervous System|2001
5-9|0.7|1.0|0.8|170|Mortality|20173362|Brain and Other Nervous System|2001
<1|0.2|0.6|0.4|16|Mortality|4012658|Brain and Other Nervous System|2001
1-4|3.7|4.4|4.0|610|Incidence|15123657|Brain and Other Nervous System|2001
10-14|2.5|3.0|2.7|569|Incidence|20758808|Brain and Other Nervous System|2001
15-19|1.9|2.4|2.1|433|Incidence|20227701|Brain and Other Nervous System|2001
5-9|3.1|3.6|3.4|673|Incidence|19962452|Brain and Other Nervous System|2001
<1|3.2|4.4|3.7|148|Incidence|3970113|Brain and Other Nervous System|2001
1-4|~|~|~|~|Mortality|7468536|Cervix|2001
10-14|~|~|~|~|Mortality|10231469|Cervix|2001
15-19|~|~|~|~|Mortality|9908897|Cervix|2001
5-9|~|~|~|~|Mortality|9844298|Cervix|2001
<1|~|~|~|~|Mortality|1962905|Cervix|2001
1-4|~|~|~|~|Incidence|7389458|Cervix|2001
10-14|~|~|~|~|Incidence|10123827|Cervix|2001
15-19|0.1|0.3|0.2|21|Incidence|9797025|Cervix|2001
5-9|~|~|~|~|Incidence|9740654|Cervix|2001
<1|~|~|~|~|Incidence|1942094|Cervix|2001
1-4|~|~|~|~|Mortality|15285559|Colon and Rectum|2001
10-14|~|~|~|~|Mortality|20978678|Colon and Rectum|2001
15-19|~|~|~|~|Mortality|20456284|Colon and Rectum|2001
5-9|~|~|~|~|Mortality|20173362|Colon and Rectum|2001
<1|~|~|~|~|Mortality|4012658|Colon and Rectum|2001
1-4|~|~|~|~|Incidence|15123657|Colon and Rectum|2001
10-14|~|~|~|~|Incidence|20758808|Colon and Rectum|2001
15-19|0.2|0.4|0.3|56|Incidence|20227701|Colon and Rectum|2001
5-9|~|~|~|~|Incidence|19962452|Colon and Rectum|2001
<1|~|~|~|~|Incidence|3970113|Colon and Rectum|2001
1-4|~|~|~|~|Mortality|7468536|Corpus and Uterus, NOS|2001
10-14|~|~|~|~|Mortality|10231469|Corpus and Uterus, NOS|2001
15-19|~|~|~|~|Mortality|9908897|Corpus and Uterus, NOS|2001
5-9|~|~|~|~|Mortality|9844298|Corpus and Uterus, NOS|2001
<1|~|~|~|~|Mortality|1962905|Corpus and Uterus, NOS|2001
1-4|~|~|~|~|Incidence|7389458|Corpus and Uterus, NOS|2001
10-14|~|~|~|~|Incidence|10123827|Corpus and Uterus, NOS|2001
15-19|~|~|~|~|Incidence|9797025|Corpus and Uterus, NOS|2001
5-9|~|~|~|~|Incidence|9740654|Corpus and Uterus, NOS|2001
<1|~|~|~|~|Incidence|1942094|Corpus and Uterus, NOS|2001
1-4|~|~|~|~|Mortality|15285559|Esophagus|2001
10-14|~|~|~|~|Mortality|20978678|Esophagus|2001
15-19|~|~|~|~|Mortality|20456284|Esophagus|2001
5-9|~|~|~|~|Mortality|20173362|Esophagus|2001
<1|~|~|~|~|Mortality|4012658|Esophagus|2001
1-4|~|~|~|~|Incidence|15123657|Esophagus|2001
10-14|~|~|~|~|Incidence|20758808|Esophagus|2001
15-19|~|~|~|~|Incidence|20227701|Esophagus|2001
5-9|~|~|~|~|Incidence|19962452|Esophagus|2001
<1|~|~|~|~|Incidence|3970113|Esophagus|2001
1-4|~|~|~|~|Mortality|7468536|Female Breast|2001
10-14|~|~|~|~|Mortality|10231469|Female Breast|2001
15-19|~|~|~|~|Mortality|9908897|Female Breast|2001
5-9|~|~|~|~|Mortality|9844298|Female Breast|2001
<1|~|~|~|~|Mortality|1962905|Female Breast|2001
1-4|~|~|~|~|Incidence|7389458|Female Breast|2001
10-14|~|~|~|~|Incidence|10123827|Female Breast|2001
15-19|0.1|0.3|0.2|22|Incidence|9797025|Female Breast|2001
5-9|~|~|~|~|Incidence|9740654|Female Breast|2001
<1|~|~|~|~|Incidence|1942094|Female Breast|2001
1-4|~|~|~|~|Incidence|7389458|Female Breast, <i>in situ</i>|2001
10-14|~|~|~|~|Incidence|10123827|Female Breast, <i>in situ</i>|2001
15-19|~|~|~|~|Incidence|9797025|Female Breast, <i>in situ</i>|2001
5-9|~|~|~|~|Incidence|9740654|Female Breast, <i>in situ</i>|2001
<1|~|~|~|~|Incidence|1942094|Female Breast, <i>in situ</i>|2001
1-4|~|~|~|~|Mortality|15285559|Hodgkin Lymphoma|2001
10-14|~|~|~|~|Mortality|20978678|Hodgkin Lymphoma|2001
15-19|0.1|0.2|0.1|25|Mortality|20456284|Hodgkin Lymphoma|2001
5-9|~|~|~|~|Mortality|20173362|Hodgkin Lymphoma|2001
<1|~|~|~|~|Mortality|4012658|Hodgkin Lymphoma|2001
1-4|0.1|0.2|0.1|20|Incidence|15123657|Hodgkin Lymphoma|2001
10-14|1.1|1.4|1.2|252|Incidence|20758808|Hodgkin Lymphoma|2001
15-19|3.0|3.5|3.2|648|Incidence|20227701|Hodgkin Lymphoma|2001
5-9|0.3|0.5|0.4|84|Incidence|19962452|Hodgkin Lymphoma|2001
<1|~|~|~|~|Incidence|3970113|Hodgkin Lymphoma|2001
1-4|.|.|.|.|Mortality|15285559|Kaposi Sarcoma|2001
10-14|.|.|.|.|Mortality|20978678|Kaposi Sarcoma|2001
15-19|.|.|.|.|Mortality|20456284|Kaposi Sarcoma|2001
5-9|.|.|.|.|Mortality|20173362|Kaposi Sarcoma|2001
<1|.|.|.|.|Mortality|4012658|Kaposi Sarcoma|2001
1-4|~|~|~|~|Incidence|15123657|Kaposi Sarcoma|2001
10-14|~|~|~|~|Incidence|20758808|Kaposi Sarcoma|2001
15-19|~|~|~|~|Incidence|20227701|Kaposi Sarcoma|2001
5-9|~|~|~|~|Incidence|19962452|Kaposi Sarcoma|2001
<1|~|~|~|~|Incidence|3970113|Kaposi Sarcoma|2001
1-4|0.1|0.2|0.1|22|Mortality|15285559|Kidney and Renal Pelvis|2001
10-14|~|~|~|~|Mortality|20978678|Kidney and Renal Pelvis|2001
15-19|~|~|~|~|Mortality|20456284|Kidney and Renal Pelvis|2001
5-9|0.1|0.2|0.1|30|Mortality|20173362|Kidney and Renal Pelvis|2001
<1|~|~|~|~|Mortality|4012658|Kidney and Renal Pelvis|2001
1-4|1.9|2.3|2.1|317|Incidence|15123657|Kidney and Renal Pelvis|2001
10-14|0.1|0.2|0.1|31|Incidence|20758808|Kidney and Renal Pelvis|2001
15-19|0.1|0.2|0.2|33|Incidence|20227701|Kidney and Renal Pelvis|2001
5-9|0.4|0.6|0.5|103|Incidence|19962452|Kidney and Renal Pelvis|2001
<1|1.5|2.4|1.9|75|Incidence|3970113|Kidney and Renal Pelvis|2001
1-4|~|~|~|~|Mortality|15285559|Larynx|2001
10-14|~|~|~|~|Mortality|20978678|Larynx|2001
15-19|~|~|~|~|Mortality|20456284|Larynx|2001
5-9|~|~|~|~|Mortality|20173362|Larynx|2001
<1|~|~|~|~|Mortality|4012658|Larynx|2001
1-4|~|~|~|~|Incidence|15123657|Larynx|2001
10-14|~|~|~|~|Incidence|20758808|Larynx|2001
15-19|~|~|~|~|Incidence|20227701|Larynx|2001
5-9|~|~|~|~|Incidence|19962452|Larynx|2001
<1|~|~|~|~|Incidence|3970113|Larynx|2001
1-4|0.9|1.2|1.0|155|Mortality|15285559|Leukemias|2001
10-14|0.7|0.9|0.8|170|Mortality|20978678|Leukemias|2001
15-19|1.0|1.3|1.1|225|Mortality|20456284|Leukemias|2001
5-9|0.6|0.9|0.8|153|Mortality|20173362|Leukemias|2001
<1|0.4|0.9|0.6|25|Mortality|4012658|Leukemias|2001
1-4|8.5|9.5|9.0|1358|Incidence|15123657|Leukemias|2001
10-14|2.7|3.2|3.0|617|Incidence|20758808|Leukemias|2001
15-19|2.6|3.1|2.8|575|Incidence|20227701|Leukemias|2001
5-9|3.5|4.0|3.8|751|Incidence|19962452|Leukemias|2001
<1|3.4|4.7|4.0|160|Incidence|3970113|Leukemias|2001
1-4|0.1|0.2|0.1|18|Mortality|15285559|Liver and Intrahepatic Bile Duct|2001
10-14|~|~|~|~|Mortality|20978678|Liver and Intrahepatic Bile Duct|2001
15-19|~|~|~|~|Mortality|20456284|Liver and Intrahepatic Bile Duct|2001
5-9|~|~|~|~|Mortality|20173362|Liver and Intrahepatic Bile Duct|2001
<1|~|~|~|~|Mortality|4012658|Liver and Intrahepatic Bile Duct|2001
1-4|0.3|0.5|0.4|63|Incidence|15123657|Liver and Intrahepatic Bile Duct|2001
10-14|0.1|0.1|0.1|19|Incidence|20758808|Liver and Intrahepatic Bile Duct|2001
15-19|0.1|0.2|0.1|28|Incidence|20227701|Liver and Intrahepatic Bile Duct|2001
5-9|0.1|0.2|0.1|20|Incidence|19962452|Liver and Intrahepatic Bile Duct|2001
<1|0.8|1.4|1.1|42|Incidence|3970113|Liver and Intrahepatic Bile Duct|2001
1-4|~|~|~|~|Mortality|15285559|Lung and Bronchus|2001
10-14|~|~|~|~|Mortality|20978678|Lung and Bronchus|2001
15-19|~|~|~|~|Mortality|20456284|Lung and Bronchus|2001
5-9|~|~|~|~|Mortality|20173362|Lung and Bronchus|2001
<1|~|~|~|~|Mortality|4012658|Lung and Bronchus|2001
1-4|~|~|~|~|Incidence|15123657|Lung and Bronchus|2001
10-14|~|~|~|~|Incidence|20758808|Lung and Bronchus|2001
15-19|0.1|0.2|0.2|33|Incidence|20227701|Lung and Bronchus|2001
5-9|~|~|~|~|Incidence|19962452|Lung and Bronchus|2001
<1|~|~|~|~|Incidence|3970113|Lung and Bronchus|2001
1-4|~|~|~|~|Mortality|7468536|Male and Female Breast|2001
10-14|~|~|~|~|Mortality|10231469|Male and Female Breast|2001
15-19|~|~|~|~|Mortality|9908897|Male and Female Breast|2001
5-9|~|~|~|~|Mortality|9844298|Male and Female Breast|2001
<1|~|~|~|~|Mortality|1962905|Male and Female Breast|2001
1-4|~|~|~|~|Incidence|7389458|Male and Female Breast|2001
10-14|~|~|~|~|Incidence|10123827|Male and Female Breast|2001
15-19|0.1|0.3|0.2|22|Incidence|9797025|Male and Female Breast|2001
5-9|~|~|~|~|Incidence|9740654|Male and Female Breast|2001
<1|~|~|~|~|Incidence|1942094|Male and Female Breast|2001
1-4|~|~|~|~|Incidence|7389458|Male and Female Breast, <i>in situ</i>|2001
10-14|~|~|~|~|Incidence|10123827|Male and Female Breast, <i>in situ</i>|2001
15-19|~|~|~|~|Incidence|9797025|Male and Female Breast, <i>in situ</i>|2001
5-9|~|~|~|~|Incidence|9740654|Male and Female Breast, <i>in situ</i>|2001
<1|~|~|~|~|Incidence|1942094|Male and Female Breast, <i>in situ</i>|2001
1-4|~|~|~|~|Mortality|15285559|Melanomas of the Skin|2001
10-14|~|~|~|~|Mortality|20978678|Melanomas of the Skin|2001
15-19|~|~|~|~|Mortality|20456284|Melanomas of the Skin|2001
5-9|~|~|~|~|Mortality|20173362|Melanomas of the Skin|2001
<1|~|~|~|~|Mortality|4012658|Melanomas of the Skin|2001
1-4|~|~|~|~|Incidence|15123657|Melanomas of the Skin|2001
10-14|0.3|0.5|0.4|78|Incidence|20758808|Melanomas of the Skin|2001
15-19|1.5|1.8|1.6|331|Incidence|20227701|Melanomas of the Skin|2001
5-9|0.1|0.2|0.1|24|Incidence|19962452|Melanomas of the Skin|2001
<1|~|~|~|~|Incidence|3970113|Melanomas of the Skin|2001
1-4|~|~|~|~|Mortality|15285559|Mesothelioma|2001
10-14|~|~|~|~|Mortality|20978678|Mesothelioma|2001
15-19|~|~|~|~|Mortality|20456284|Mesothelioma|2001
5-9|~|~|~|~|Mortality|20173362|Mesothelioma|2001
<1|~|~|~|~|Mortality|4012658|Mesothelioma|2001
1-4|~|~|~|~|Incidence|15123657|Mesothelioma|2001
10-14|~|~|~|~|Incidence|20758808|Mesothelioma|2001
15-19|~|~|~|~|Incidence|20227701|Mesothelioma|2001
5-9|~|~|~|~|Incidence|19962452|Mesothelioma|2001
<1|~|~|~|~|Incidence|3970113|Mesothelioma|2001
1-4|~|~|~|~|Mortality|15285559|Myeloma|2001
10-14|~|~|~|~|Mortality|20978678|Myeloma|2001
15-19|~|~|~|~|Mortality|20456284|Myeloma|2001
5-9|~|~|~|~|Mortality|20173362|Myeloma|2001
<1|~|~|~|~|Mortality|4012658|Myeloma|2001
1-4|~|~|~|~|Incidence|15123657|Myeloma|2001
10-14|~|~|~|~|Incidence|20758808|Myeloma|2001
15-19|~|~|~|~|Incidence|20227701|Myeloma|2001
5-9|~|~|~|~|Incidence|19962452|Myeloma|2001
<1|~|~|~|~|Incidence|3970113|Myeloma|2001
1-4|~|~|~|~|Mortality|15285559|Non-Hodgkin Lymphoma|2001
10-14|0.1|0.2|0.1|27|Mortality|20978678|Non-Hodgkin Lymphoma|2001
15-19|0.2|0.4|0.3|61|Mortality|20456284|Non-Hodgkin Lymphoma|2001
5-9|~|~|~|~|Mortality|20173362|Non-Hodgkin Lymphoma|2001
<1|~|~|~|~|Mortality|4012658|Non-Hodgkin Lymphoma|2001
1-4|0.5|0.7|0.6|91|Incidence|15123657|Non-Hodgkin Lymphoma|2001
10-14|1.1|1.4|1.3|263|Incidence|20758808|Non-Hodgkin Lymphoma|2001
15-19|1.6|2.0|1.8|357|Incidence|20227701|Non-Hodgkin Lymphoma|2001
5-9|0.8|1.1|0.9|187|Incidence|19962452|Non-Hodgkin Lymphoma|2001
<1|~|~|~|~|Incidence|3970113|Non-Hodgkin Lymphoma|2001
1-4|~|~|~|~|Mortality|15285559|Oral Cavity and Pharynx|2001
10-14|~|~|~|~|Mortality|20978678|Oral Cavity and Pharynx|2001
15-19|~|~|~|~|Mortality|20456284|Oral Cavity and Pharynx|2001
5-9|~|~|~|~|Mortality|20173362|Oral Cavity and Pharynx|2001
<1|~|~|~|~|Mortality|4012658|Oral Cavity and Pharynx|2001
1-4|0.1|0.2|0.1|17|Incidence|15123657|Oral Cavity and Pharynx|2001
10-14|0.2|0.4|0.3|60|Incidence|20758808|Oral Cavity and Pharynx|2001
15-19|0.3|0.5|0.4|73|Incidence|20227701|Oral Cavity and Pharynx|2001
5-9|0.1|0.2|0.1|20|Incidence|19962452|Oral Cavity and Pharynx|2001
<1|~|~|~|~|Incidence|3970113|Oral Cavity and Pharynx|2001
1-4|~|~|~|~|Mortality|7468536|Ovary|2001
10-14|~|~|~|~|Mortality|10231469|Ovary|2001
15-19|~|~|~|~|Mortality|9908897|Ovary|2001
5-9|~|~|~|~|Mortality|9844298|Ovary|2001
<1|~|~|~|~|Mortality|1962905|Ovary|2001
1-4|~|~|~|~|Incidence|7389458|Ovary|2001
10-14|0.4|0.8|0.6|59|Incidence|10123827|Ovary|2001
15-19|0.9|1.4|1.1|111|Incidence|9797025|Ovary|2001
5-9|0.1|0.3|0.2|20|Incidence|9740654|Ovary|2001
<1|~|~|~|~|Incidence|1942094|Ovary|2001
1-4|~|~|~|~|Mortality|15285559|Pancreas|2001
10-14|~|~|~|~|Mortality|20978678|Pancreas|2001
15-19|~|~|~|~|Mortality|20456284|Pancreas|2001
5-9|~|~|~|~|Mortality|20173362|Pancreas|2001
<1|~|~|~|~|Mortality|4012658|Pancreas|2001
1-4|~|~|~|~|Incidence|15123657|Pancreas|2001
10-14|~|~|~|~|Incidence|20758808|Pancreas|2001
15-19|~|~|~|~|Incidence|20227701|Pancreas|2001
5-9|~|~|~|~|Incidence|19962452|Pancreas|2001
<1|~|~|~|~|Incidence|3970113|Pancreas|2001
