AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
0-19|0.2|0.3|0.2|Malignant|88|40307649|Female|Ependymoma/anaplastic ependymoma|2012|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|201002181|Female|Ependymoma/anaplastic ependymoma|2012-2016|~|~|~
0-19|0.2|0.2|0.2|Malignant|431|201002181|Female|Ependymoma/anaplastic ependymoma|2012-2016|0.2|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40212686|Female|Ependymoma/anaplastic ependymoma|2013|~|~|~
0-19|0.2|0.3|0.2|Malignant|89|40212686|Female|Ependymoma/anaplastic ependymoma|2013|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|40155513|Female|Ependymoma/anaplastic ependymoma|2014|~|~|~
0-19|0.2|0.3|0.2|Malignant|87|40155513|Female|Ependymoma/anaplastic ependymoma|2014|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|40153090|Female|Ependymoma/anaplastic ependymoma|2015|~|~|~
0-19|0.2|0.3|0.2|Malignant|90|40153090|Female|Ependymoma/anaplastic ependymoma|2015|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|40173243|Female|Ependymoma/anaplastic ependymoma|2016|~|~|~
0-19|0.2|0.2|0.2|Malignant|77|40173243|Female|Ependymoma/anaplastic ependymoma|2016|0.2|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Germ Cell Tumors|2004|~|~|~
0-19|0.1|0.1|0.1|Malignant|42|39865121|Female|Germ Cell Tumors|2004|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Germ Cell Tumors|2005|~|~|~
0-19|0.1|0.2|0.1|Malignant|47|39998876|Female|Germ Cell Tumors|2005|0.1|0.2|0.1
0-19|0.0|0.1|0.0|Benign/Borderline|17|40165421|Female|Germ Cell Tumors|2006|0.0|0.1|0.0
0-19|0.0|0.1|0.1|Malignant|24|40165421|Female|Germ Cell Tumors|2006|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Germ Cell Tumors|2007|~|~|~
0-19|0.1|0.1|0.1|Malignant|33|40382360|Female|Germ Cell Tumors|2007|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Benign/Borderline|17|40576293|Female|Germ Cell Tumors|2008|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Malignant|30|40576293|Female|Germ Cell Tumors|2008|0.0|0.1|0.1
0-19|0.0|0.1|0.0|Benign/Borderline|19|40670476|Female|Germ Cell Tumors|2009|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Malignant|43|40670476|Female|Germ Cell Tumors|2009|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Benign/Borderline|20|40632786|Female|Germ Cell Tumors|2010|0.0|0.1|0.0
0-19|0.1|0.2|0.1|Malignant|53|40632786|Female|Germ Cell Tumors|2010|0.1|0.2|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|22|40460864|Female|Germ Cell Tumors|2011|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Malignant|38|40460864|Female|Germ Cell Tumors|2011|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|40307649|Female|Germ Cell Tumors|2012|~|~|~
0-19|0.0|0.1|0.1|Malignant|21|40307649|Female|Germ Cell Tumors|2012|0.0|0.1|0.1
0-19|0.0|0.1|0.0|Benign/Borderline|98|201002181|Female|Germ Cell Tumors|2012-2016|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Malignant|204|201002181|Female|Germ Cell Tumors|2012-2016|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Benign/Borderline|19|40212686|Female|Germ Cell Tumors|2013|0.0|0.1|0.0
0-19|0.1|0.2|0.1|Malignant|47|40212686|Female|Germ Cell Tumors|2013|0.1|0.2|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|23|40155513|Female|Germ Cell Tumors|2014|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Malignant|34|40155513|Female|Germ Cell Tumors|2014|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Benign/Borderline|18|40153090|Female|Germ Cell Tumors|2015|0.0|0.1|0.0
0-19|0.1|0.2|0.1|Malignant|45|40153090|Female|Germ Cell Tumors|2015|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|23|40173243|Female|Germ Cell Tumors|2016|0.0|0.1|0.1
0-19|0.1|0.2|0.1|Malignant|57|40173243|Female|Germ Cell Tumors|2016|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Glioblastoma|2004|~|~|~
0-19|0.1|0.2|0.1|Malignant|52|39865121|Female|Glioblastoma|2004|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Glioblastoma|2005|~|~|~
0-19|0.1|0.1|0.1|Malignant|39|39998876|Female|Glioblastoma|2005|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Glioblastoma|2006|~|~|~
0-19|0.1|0.1|0.1|Malignant|44|40165421|Female|Glioblastoma|2006|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Glioblastoma|2007|~|~|~
0-19|0.1|0.2|0.1|Malignant|59|40382360|Female|Glioblastoma|2007|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Glioblastoma|2008|~|~|~
0-19|0.1|0.2|0.2|Malignant|62|40576293|Female|Glioblastoma|2008|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Glioblastoma|2009|~|~|~
0-19|0.1|0.1|0.1|Malignant|39|40670476|Female|Glioblastoma|2009|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|40632786|Female|Glioblastoma|2010|~|~|~
0-19|0.1|0.2|0.1|Malignant|51|40632786|Female|Glioblastoma|2010|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|40460864|Female|Glioblastoma|2011|~|~|~
0-19|0.1|0.2|0.2|Malignant|75|40460864|Female|Glioblastoma|2011|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40307649|Female|Glioblastoma|2012|~|~|~
0-19|0.1|0.2|0.2|Malignant|74|40307649|Female|Glioblastoma|2012|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|201002181|Female|Glioblastoma|2012-2016|~|~|~
0-19|0.1|0.2|0.2|Malignant|335|201002181|Female|Glioblastoma|2012-2016|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40212686|Female|Glioblastoma|2013|~|~|~
0-19|0.1|0.2|0.2|Malignant|71|40212686|Female|Glioblastoma|2013|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40155513|Female|Glioblastoma|2014|~|~|~
0-19|0.1|0.2|0.2|Malignant|67|40155513|Female|Glioblastoma|2014|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40153090|Female|Glioblastoma|2015|~|~|~
0-19|0.1|0.2|0.2|Malignant|68|40153090|Female|Glioblastoma|2015|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40173243|Female|Glioblastoma|2016|~|~|~
0-19|0.1|0.2|0.1|Malignant|55|40173243|Female|Glioblastoma|2016|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Glioma malignant, NOS|2004|~|~|~
0-19|0.5|0.7|0.6|Malignant|233|39865121|Female|Glioma malignant, NOS|2004|0.5|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Glioma malignant, NOS|2005|~|~|~
0-19|0.5|0.7|0.6|Malignant|239|39998876|Female|Glioma malignant, NOS|2005|0.5|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Glioma malignant, NOS|2006|~|~|~
0-19|0.5|0.7|0.6|Malignant|246|40165421|Female|Glioma malignant, NOS|2006|0.5|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Glioma malignant, NOS|2007|~|~|~
0-19|0.6|0.8|0.7|Malignant|267|40382360|Female|Glioma malignant, NOS|2007|0.6|0.7|0.7
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Glioma malignant, NOS|2008|~|~|~
0-19|0.6|0.8|0.7|Malignant|281|40576293|Female|Glioma malignant, NOS|2008|0.6|0.8|0.7
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Glioma malignant, NOS|2009|~|~|~
0-19|0.7|0.8|0.7|Malignant|296|40670476|Female|Glioma malignant, NOS|2009|0.6|0.8|0.7
0-19|~|~|~|Benign/Borderline|~|40632786|Female|Glioma malignant, NOS|2010|~|~|~
0-19|0.6|0.7|0.7|Malignant|264|40632786|Female|Glioma malignant, NOS|2010|0.6|0.7|0.6
0-19|0.0|0.1|0.0|Benign/Borderline|18|40460864|Female|Glioma malignant, NOS|2011|0.0|0.1|0.0
0-19|0.7|0.9|0.8|Malignant|307|40460864|Female|Glioma malignant, NOS|2011|0.7|0.8|0.8
0-19|0.0|0.1|0.0|Benign/Borderline|18|40307649|Female|Glioma malignant, NOS|2012|0.0|0.1|0.0
0-19|0.5|0.6|0.6|Malignant|229|40307649|Female|Glioma malignant, NOS|2012|0.5|0.6|0.6
0-19|0.0|0.1|0.0|Benign/Borderline|82|201002181|Female|Glioma malignant, NOS|2012-2016|0.0|0.1|0.0
0-19|0.6|0.7|0.7|Malignant|1349|201002181|Female|Glioma malignant, NOS|2012-2016|0.6|0.7|0.7
0-19|~|~|~|Benign/Borderline|~|40212686|Female|Glioma malignant, NOS|2013|~|~|~
0-19|0.7|0.8|0.7|Malignant|294|40212686|Female|Glioma malignant, NOS|2013|0.6|0.8|0.7
0-19|~|~|~|Benign/Borderline|~|40155513|Female|Glioma malignant, NOS|2014|~|~|~
0-19|0.6|0.7|0.7|Malignant|263|40155513|Female|Glioma malignant, NOS|2014|0.6|0.7|0.7
0-19|~|~|~|Benign/Borderline|~|40153090|Female|Glioma malignant, NOS|2015|~|~|~
0-19|0.6|0.7|0.7|Malignant|262|40153090|Female|Glioma malignant, NOS|2015|0.6|0.7|0.7
0-19|0.0|0.1|0.1|Benign/Borderline|21|40173243|Female|Glioma malignant, NOS|2016|0.0|0.1|0.1
0-19|0.7|0.8|0.8|Malignant|301|40173243|Female|Glioma malignant, NOS|2016|0.7|0.8|0.7
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Hemangioblastoma|2004|~|~|~
0-19|~|~|~|Malignant|~|39865121|Female|Hemangioblastoma|2004|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|19|39998876|Female|Hemangioblastoma|2005|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|39998876|Female|Hemangioblastoma|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Hemangioblastoma|2006|~|~|~
0-19|~|~|~|Malignant|~|40165421|Female|Hemangioblastoma|2006|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|18|40382360|Female|Hemangioblastoma|2007|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|40382360|Female|Hemangioblastoma|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Hemangioblastoma|2008|~|~|~
0-19|~|~|~|Malignant|~|40576293|Female|Hemangioblastoma|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Hemangioblastoma|2009|~|~|~
0-19|~|~|~|Malignant|~|40670476|Female|Hemangioblastoma|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|40632786|Female|Hemangioblastoma|2010|~|~|~
0-19|~|~|~|Malignant|~|40632786|Female|Hemangioblastoma|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|40460864|Female|Hemangioblastoma|2011|~|~|~
0-19|~|~|~|Malignant|~|40460864|Female|Hemangioblastoma|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|40307649|Female|Hemangioblastoma|2012|~|~|~
0-19|~|~|~|Malignant|~|40307649|Female|Hemangioblastoma|2012|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|100|201002181|Female|Hemangioblastoma|2012-2016|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|201002181|Female|Hemangioblastoma|2012-2016|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|18|40212686|Female|Hemangioblastoma|2013|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|40212686|Female|Hemangioblastoma|2013|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|30|40155513|Female|Hemangioblastoma|2014|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|40155513|Female|Hemangioblastoma|2014|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|16|40153090|Female|Hemangioblastoma|2015|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|40153090|Female|Hemangioblastoma|2015|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|21|40173243|Female|Hemangioblastoma|2016|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|40173243|Female|Hemangioblastoma|2016|~|~|~
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Hemangioma|2004|~|~|~
0-19|~|~|~|Malignant|~|39865121|Female|Hemangioma|2004|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|24|39998876|Female|Hemangioma|2005|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|39998876|Female|Hemangioma|2005|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|35|40165421|Female|Hemangioma|2006|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|40165421|Female|Hemangioma|2006|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|29|40382360|Female|Hemangioma|2007|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|40382360|Female|Hemangioma|2007|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|42|40576293|Female|Hemangioma|2008|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|40576293|Female|Hemangioma|2008|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|51|40670476|Female|Hemangioma|2009|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40670476|Female|Hemangioma|2009|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|43|40632786|Female|Hemangioma|2010|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|40632786|Female|Hemangioma|2010|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|71|40460864|Female|Hemangioma|2011|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40460864|Female|Hemangioma|2011|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|65|40307649|Female|Hemangioma|2012|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40307649|Female|Hemangioma|2012|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|301|201002181|Female|Hemangioma|2012-2016|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|201002181|Female|Hemangioma|2012-2016|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|59|40212686|Female|Hemangioma|2013|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40212686|Female|Hemangioma|2013|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|63|40155513|Female|Hemangioma|2014|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40155513|Female|Hemangioma|2014|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|68|40153090|Female|Hemangioma|2015|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40153090|Female|Hemangioma|2015|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|46|40173243|Female|Hemangioma|2016|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40173243|Female|Hemangioma|2016|~|~|~
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Local Extensions from Regional Tumors|2004|~|~|~
0-19|~|~|~|Malignant|~|39865121|Female|Local Extensions from Regional Tumors|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Local Extensions from Regional Tumors|2005|~|~|~
0-19|~|~|~|Malignant|~|39998876|Female|Local Extensions from Regional Tumors|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Local Extensions from Regional Tumors|2006|~|~|~
0-19|~|~|~|Malignant|~|40165421|Female|Local Extensions from Regional Tumors|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Local Extensions from Regional Tumors|2007|~|~|~
0-19|~|~|~|Malignant|~|40382360|Female|Local Extensions from Regional Tumors|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Local Extensions from Regional Tumors|2008|~|~|~
0-19|~|~|~|Malignant|~|40576293|Female|Local Extensions from Regional Tumors|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Local Extensions from Regional Tumors|2009|~|~|~
0-19|~|~|~|Malignant|~|40670476|Female|Local Extensions from Regional Tumors|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|40632786|Female|Local Extensions from Regional Tumors|2010|~|~|~
0-19|~|~|~|Malignant|~|40632786|Female|Local Extensions from Regional Tumors|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|40460864|Female|Local Extensions from Regional Tumors|2011|~|~|~
0-19|~|~|~|Malignant|~|40460864|Female|Local Extensions from Regional Tumors|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|40307649|Female|Local Extensions from Regional Tumors|2012|~|~|~
0-19|~|~|~|Malignant|~|40307649|Female|Local Extensions from Regional Tumors|2012|~|~|~
0-19|~|~|~|Benign/Borderline|~|201002181|Female|Local Extensions from Regional Tumors|2012-2016|~|~|~
0-19|~|~|~|Malignant|~|201002181|Female|Local Extensions from Regional Tumors|2012-2016|~|~|~
0-19|~|~|~|Benign/Borderline|~|40212686|Female|Local Extensions from Regional Tumors|2013|~|~|~
0-19|~|~|~|Malignant|~|40212686|Female|Local Extensions from Regional Tumors|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|40155513|Female|Local Extensions from Regional Tumors|2014|~|~|~
0-19|~|~|~|Malignant|~|40155513|Female|Local Extensions from Regional Tumors|2014|~|~|~
0-19|~|~|~|Benign/Borderline|~|40153090|Female|Local Extensions from Regional Tumors|2015|~|~|~
0-19|~|~|~|Malignant|~|40153090|Female|Local Extensions from Regional Tumors|2015|~|~|~
0-19|~|~|~|Benign/Borderline|~|40173243|Female|Local Extensions from Regional Tumors|2016|~|~|~
0-19|~|~|~|Malignant|~|40173243|Female|Local Extensions from Regional Tumors|2016|~|~|~
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Lymphomas and Hematopoietic Neoplasms|2004|~|~|~
0-19|~|~|~|Malignant|~|39865121|Female|Lymphomas and Hematopoietic Neoplasms|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Lymphomas and Hematopoietic Neoplasms|2005|~|~|~
0-19|~|~|~|Malignant|~|39998876|Female|Lymphomas and Hematopoietic Neoplasms|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Lymphomas and Hematopoietic Neoplasms|2006|~|~|~
0-19|~|~|~|Malignant|~|40165421|Female|Lymphomas and Hematopoietic Neoplasms|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Lymphomas and Hematopoietic Neoplasms|2007|~|~|~
0-19|~|~|~|Malignant|~|40382360|Female|Lymphomas and Hematopoietic Neoplasms|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Lymphomas and Hematopoietic Neoplasms|2008|~|~|~
0-19|~|~|~|Malignant|~|40576293|Female|Lymphomas and Hematopoietic Neoplasms|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Lymphomas and Hematopoietic Neoplasms|2009|~|~|~
0-19|~|~|~|Malignant|~|40670476|Female|Lymphomas and Hematopoietic Neoplasms|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|40632786|Female|Lymphomas and Hematopoietic Neoplasms|2010|~|~|~
0-19|~|~|~|Malignant|~|40632786|Female|Lymphomas and Hematopoietic Neoplasms|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|40460864|Female|Lymphomas and Hematopoietic Neoplasms|2011|~|~|~
0-19|~|~|~|Malignant|~|40460864|Female|Lymphomas and Hematopoietic Neoplasms|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|40307649|Female|Lymphomas and Hematopoietic Neoplasms|2012|~|~|~
0-19|~|~|~|Malignant|~|40307649|Female|Lymphomas and Hematopoietic Neoplasms|2012|~|~|~
0-19|~|~|~|Benign/Borderline|~|201002181|Female|Lymphomas and Hematopoietic Neoplasms|2012-2016|~|~|~
0-19|0.0|0.0|0.0|Malignant|25|201002181|Female|Lymphomas and Hematopoietic Neoplasms|2012-2016|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|40212686|Female|Lymphomas and Hematopoietic Neoplasms|2013|~|~|~
0-19|~|~|~|Malignant|~|40212686|Female|Lymphomas and Hematopoietic Neoplasms|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|40155513|Female|Lymphomas and Hematopoietic Neoplasms|2014|~|~|~
0-19|~|~|~|Malignant|~|40155513|Female|Lymphomas and Hematopoietic Neoplasms|2014|~|~|~
0-19|~|~|~|Benign/Borderline|~|40153090|Female|Lymphomas and Hematopoietic Neoplasms|2015|~|~|~
0-19|~|~|~|Malignant|~|40153090|Female|Lymphomas and Hematopoietic Neoplasms|2015|~|~|~
0-19|~|~|~|Benign/Borderline|~|40173243|Female|Lymphomas and Hematopoietic Neoplasms|2016|~|~|~
0-19|~|~|~|Malignant|~|40173243|Female|Lymphomas and Hematopoietic Neoplasms|2016|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|46|39865121|Female|Meningioma|2004|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|39865121|Female|Meningioma|2004|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|74|39998876|Female|Meningioma|2005|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|39998876|Female|Meningioma|2005|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|50|40165421|Female|Meningioma|2006|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40165421|Female|Meningioma|2006|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|56|40382360|Female|Meningioma|2007|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40382360|Female|Meningioma|2007|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|61|40576293|Female|Meningioma|2008|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40576293|Female|Meningioma|2008|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|57|40670476|Female|Meningioma|2009|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40670476|Female|Meningioma|2009|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|59|40632786|Female|Meningioma|2010|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40632786|Female|Meningioma|2010|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|67|40460864|Female|Meningioma|2011|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40460864|Female|Meningioma|2011|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|63|40307649|Female|Meningioma|2012|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40307649|Female|Meningioma|2012|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|336|201002181|Female|Meningioma|2012-2016|0.1|0.2|0.2
0-19|0.0|0.0|0.0|Malignant|21|201002181|Female|Meningioma|2012-2016|0.0|0.0|0.0
0-19|0.1|0.2|0.2|Benign/Borderline|76|40212686|Female|Meningioma|2013|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40212686|Female|Meningioma|2013|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|66|40155513|Female|Meningioma|2014|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40155513|Female|Meningioma|2014|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|67|40153090|Female|Meningioma|2015|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40153090|Female|Meningioma|2015|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|64|40173243|Female|Meningioma|2016|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40173243|Female|Meningioma|2016|~|~|~
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Mixed glioma|2004|~|~|~
0-19|0.0|0.1|0.1|Malignant|22|39865121|Female|Mixed glioma|2004|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Mixed glioma|2005|~|~|~
0-19|0.0|0.1|0.0|Malignant|17|39998876|Female|Mixed glioma|2005|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Mixed glioma|2006|~|~|~
0-19|~|~|~|Malignant|~|40165421|Female|Mixed glioma|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Mixed glioma|2007|~|~|~
0-19|0.0|0.1|0.0|Malignant|17|40382360|Female|Mixed glioma|2007|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Mixed glioma|2008|~|~|~
0-19|0.0|0.1|0.1|Malignant|21|40576293|Female|Mixed glioma|2008|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Mixed glioma|2009|~|~|~
0-19|0.0|0.1|0.0|Malignant|17|40670476|Female|Mixed glioma|2009|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|40632786|Female|Mixed glioma|2010|~|~|~
0-19|~|~|~|Malignant|~|40632786|Female|Mixed glioma|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|40460864|Female|Mixed glioma|2011|~|~|~
0-19|~|~|~|Malignant|~|40460864|Female|Mixed glioma|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|40307649|Female|Mixed glioma|2012|~|~|~
0-19|~|~|~|Malignant|~|40307649|Female|Mixed glioma|2012|~|~|~
0-19|~|~|~|Benign/Borderline|~|201002181|Female|Mixed glioma|2012-2016|~|~|~
0-19|0.0|0.0|0.0|Malignant|40|201002181|Female|Mixed glioma|2012-2016|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|40212686|Female|Mixed glioma|2013|~|~|~
0-19|~|~|~|Malignant|~|40212686|Female|Mixed glioma|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|40155513|Female|Mixed glioma|2014|~|~|~
0-19|~|~|~|Malignant|~|40155513|Female|Mixed glioma|2014|~|~|~
0-19|~|~|~|Benign/Borderline|~|40153090|Female|Mixed glioma|2015|~|~|~
0-19|~|~|~|Malignant|~|40153090|Female|Mixed glioma|2015|~|~|~
0-19|~|~|~|Benign/Borderline|~|40173243|Female|Mixed glioma|2016|~|~|~
0-19|~|~|~|Malignant|~|40173243|Female|Mixed glioma|2016|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|32|39865121|Female|Neoplasm, unspecified|2004|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|27|39865121|Female|Neoplasm, unspecified|2004|0.0|0.1|0.1
0-19|0.1|0.2|0.1|Benign/Borderline|56|39998876|Female|Neoplasm, unspecified|2005|0.1|0.2|0.1
0-19|0.0|0.1|0.0|Malignant|19|39998876|Female|Neoplasm, unspecified|2005|0.0|0.1|0.0
0-19|0.1|0.2|0.1|Benign/Borderline|51|40165421|Female|Neoplasm, unspecified|2006|0.1|0.2|0.1
0-19|0.0|0.1|0.1|Malignant|26|40165421|Female|Neoplasm, unspecified|2006|0.0|0.1|0.1
0-19|0.1|0.2|0.1|Benign/Borderline|52|40382360|Female|Neoplasm, unspecified|2007|0.1|0.2|0.1
